date,no_battery_cost,heuristic_cost,lp_cost
2010-01-01,3.4620511493049353,2.892841170474627,2.130609594
2010-01-02,4.175481870846979,1.843774310998497,1.1302760354999999
2010-01-03,6.200202458621577,5.457177828949559,3.2883560339999995
2010-01-04,4.9048054607063865,2.4968866418792186,1.6747473978
2010-01-05,6.9327717229174555,6.3443751100992625,4.1944580715
2010-01-06,6.02958127017531,5.1697660814535515,3.2942107949999997
2010-01-07,5.730543583579964,3.7221976882191488,2.5472365665
2010-01-08,5.528744058720694,4.520559014095941,2.71408077465
2010-01-09,8.16088779666476,7.559000954707242,5.465065009499999
2010-01-10,7.934426818663884,7.365216839833576,5.246701887
2010-01-11,5.387332198294366,4.52442262263855,2.7407822804999995
2010-01-15,8.230728207702782,7.661518228872474,5.513169273
2010-01-16,7.707747012092466,7.138537033262159,4.9090136069999994
2010-01-17,5.768362566577203,5.1440250292576355,3.49249578315
2010-01-18,6.601324478690885,6.020190823408226,3.9369385890000004
2010-01-19,8.393810487033786,7.824600508203476,5.700804649499999
2010-01-20,8.476555254646886,7.907345275816577,5.709836868
2010-01-21,7.210490815300904,6.3345957663345445,4.4206361415
2010-01-22,5.52953584758496,4.453071839161211,3.008247045
2010-01-23,9.736680382553116,9.167470403722808,6.8273849034
2010-01-24,7.962319699397508,7.3931097205672,5.266559959499999
2010-01-25,6.043173626023647,3.825344386454408,2.8307882294999995
2010-01-26,6.645903939801698,5.69964847002899,3.9048850260000005
2010-01-27,8.041157189270326,6.656354278717171,4.9933712265
2010-01-28,6.834480741571001,5.059160653672538,3.716391312
2010-01-29,6.98938580677375,6.420175827943442,4.8315028305
2010-01-30,8.403793458821827,7.695132356510875,5.394948150299999
2010-01-31,4.622036048160807,3.043497483012501,2.015737122
2010-02-01,5.147259212132633,2.9601621557162643,2.0905058985
2010-02-02,7.31281067229881,6.743600693468502,4.6546296
2010-02-03,9.269531479847,8.700321501016692,6.570866431500001
2010-02-04,6.2905505311731105,4.585958772233383,3.3091154565
2010-02-05,6.037854624122592,4.392179668684781,3.0762912719999997
2010-02-06,8.984262789300368,8.407671874934186,6.2777796105
2010-02-07,5.6895417211563535,5.114343488729555,3.1646503619999997
2010-02-08,9.135897031706687,8.566687052876377,6.226601566499999
2010-02-09,8.04930373163091,7.480093752800602,5.485511571
2010-02-10,5.408272220181052,3.385051791114974,2.330980764
2010-02-11,4.409078712097328,3.234495499269074,1.9283616260999996
2010-02-12,5.219457610180488,4.087644255877252,2.72907655995
2010-02-13,7.041761583770834,6.472551604940525,4.5956241900000006
2010-02-14,4.382520148657257,3.770058366698772,2.4112669125
2010-02-15,6.824249966285366,5.7998580856651305,4.191372901499999
2010-02-16,4.183955685314773,2.289558114719819,1.2307644857999998
2010-02-17,7.237319541439622,6.668109562609314,4.4070783449999995
2010-02-18,5.108675370446056,3.9522253910523566,2.5795562504999996
2010-02-19,5.813695688230176,4.295192163332668,2.7907067925
2010-02-20,6.278884095166008,4.807811377457136,3.2082269445
2010-02-21,8.602150376006641,7.962295418346025,5.692854926999999
2010-02-22,4.2634023756040165,2.489386935362463,1.685194314
2010-02-23,4.598384526714815,2.7031330004800416,1.7619749969999998
2010-02-24,5.1617405622574175,3.719638162292321,2.27917757535
2010-02-25,5.802382092915042,5.233172114084733,3.6594137789999994
2010-02-26,5.301171066015557,3.1418577460661545,2.3159372205
2010-02-27,4.123059809019621,3.1904713556533313,1.8076289595
2010-02-28,1.1571969333418348,0.7139977619408144,0.12603375735000003
2010-03-01,2.1471150823748806,0.7274084950271797,0.30581840429999996
2010-03-02,0.5781067812425411,0.08886534428600806,-0.59329986684
2010-03-03,1.6989420344330655,1.1167626025569413,0.04191685140000005
2010-03-04,0.10245435608089595,-0.34342122787640705,-0.8773633647
2010-03-05,1.5640752526114023,0.41778849808916063,0.029409439800000013
2010-03-06,1.079373534808051,0.5825735414007038,-0.22704599339999998
2010-03-07,2.0454080583002647,0.2046095005186528,-0.04262879471999999
2010-03-08,5.107881200871395,3.2536851909341857,2.052019674
2010-03-09,3.6994218194970743,1.5229918745235889,0.8046807893999999
2010-03-10,3.053745800853509,1.9411404878560703,0.9149513286
2010-03-11,4.901600231029136,2.3401553262927477,1.62490678146
2010-03-12,4.204057582594919,3.4674725233364585,2.1369036315
2010-03-13,7.4884011681736045,6.919191189343295,4.7678642325
2010-03-14,3.891191006459873,3.3188586331332957,2.1507636434999995
2010-03-15,4.2275416588722,2.446906524949266,1.5496358595
2010-03-16,2.9723089838704704,1.3605989950650856,0.60365861526
2010-03-17,3.7715271966311956,1.890983442935046,1.190942964
2010-03-18,4.0010938267087965,1.6776824526578253,1.077502311
2010-03-19,4.164608593466136,2.5351070913828746,1.6499038095
2010-03-22,2.9391076586091005,1.3788689247071397,0.6869722268999999
2010-03-23,3.6752667868484568,1.4191718661040327,0.7309794272999999
2010-03-24,4.535285946254847,2.8298231202217354,1.8559188345
2010-03-25,4.563170509939883,2.9883258585178445,2.0320329615
2010-03-26,4.078257036707498,2.7056373531396947,1.7356329855000001
2010-03-27,4.703436415343038,4.132472282657374,2.5934749725
2010-03-28,5.348805082179212,4.728694111235311,3.1085761904999996
2010-03-29,3.2307794489205888,1.654536477906346,1.063103511
2010-03-30,4.6268795782805245,3.553322233867055,2.328694779
2010-03-31,3.3649777955921287,1.54318141858659,0.7619315249999999
2010-04-01,2.9284122280039795,0.784707597443763,0.3520753764
2010-04-02,4.173511156356422,3.524412098463756,2.3278440135
2010-04-03,4.233835520569318,3.6320109457120884,2.223033882
2010-04-04,2.4808095388656337,1.3512189644989165,0.84540297915
2010-04-05,2.0880915506843682,0.6881319391726043,0.14431916370000003
2010-04-06,2.8105268726804717,0.697154626401762,0.1771071336
2010-04-07,3.384396897714225,1.7289914069977539,1.1636874525
2010-04-08,3.8037160949249884,2.007553902957059,1.3329593711999999
2010-04-09,1.0303008906421613,0.5477726404287016,-0.3638512371599999
2010-04-10,0.9781354213262081,0.2983325362818178,-0.4050501663
2010-04-11,3.3964906681216456,0.822390784554951,0.5432053452
2010-04-12,2.578619781876032,1.0313921668844968,0.7123441681500001
2010-04-13,2.433867761052383,1.163887508908834,0.5258976682500001
2010-04-14,2.4296192867094826,0.9026249751701683,0.3815443302
2010-04-15,3.0905697317582392,0.966836659799872,0.6213249880799999
2010-04-16,1.581737271084476,0.778983779058632,-0.0616217676
2010-04-17,1.424371604846945,1.1315370103592066,0.014852513999999914
2010-04-18,1.3296522693799295,-0.2655675024949906,-0.47323783385999996
2010-04-19,1.8306456370965782,0.19495624801130784,-0.1080460956
2010-04-20,2.603342709691809,0.8623582490317416,0.37139356259999995
2010-04-21,1.5868435232198934,0.29144585955066704,-0.11579442683999995
2010-04-22,1.0698197141125314,0.3335588202022637,-0.28913799419999997
2010-04-23,0.44901265779356797,0.1288972665805874,-0.676197574572
2010-04-24,1.9517308308595185,-0.2850905686154446,-0.28544364388500004
2010-04-25,1.4913343051557941,1.0693398172642152,0.5722258337999999
2010-04-26,1.5552022746776961,-0.03796325255485344,-0.18638989169999998
2010-04-27,0.9042526216720462,0.5254563992126606,-0.2871794703
2010-04-28,0.01423023324198619,-0.8437356696868912,-1.1789840778
2010-04-29,1.241994829294915,0.7836221210386459,-0.011542126200000002
2010-04-30,1.9509154706370206,1.2532821845348066,0.95890364355
2010-05-01,1.7909171789092466,0.37254662893923685,0.208074135
2010-05-02,3.7248606948056864,2.339146971385717,1.314650037
2010-05-03,3.236421737663398,1.216569614721824,0.6894538899
2010-05-04,2.677068722762634,1.186661649338023,0.6424330364999999
2010-05-05,2.8066236731428686,0.8528983935651514,0.4257442866
2010-05-06,1.99916704366295,0.6791997644470268,0.21766820609999998
2010-05-07,4.06565112484929,2.450405633850189,1.6819677960000001
2010-05-08,2.822538504300316,1.6049623065822531,0.8335572275999998
2010-05-09,2.109179925210189,0.4014093313166731,0.04674902508000001
2010-05-10,3.4663212075802425,1.8795026471797756,1.2803262749999997
2010-05-11,4.702469318525749,4.115492597388977,2.676080934
2010-05-12,4.290605404219233,3.4632032745160366,2.403287796
2010-05-13,2.20128833581431,0.06129094675225848,0.06129094649999999
2010-05-14,2.3010494291400705,1.0969548845318324,0.44951046659999994
2010-05-15,3.9493203337443976,1.583776992273167,1.2266528471999998
2010-05-16,3.543653483455011,1.1619763032642707,1.0231811802
2010-05-17,2.493304993868207,1.2774694924342394,0.8891588429999999
2010-05-18,1.4354252733110084,0.45042960373585567,-0.03599386769999999
2010-05-19,1.205807784688361,0.0004785452228991127,-0.48840217859999996
2010-05-20,0.12843157260089877,-0.14980034331891018,-0.8287366199999999
2010-05-21,1.1585964160960165,0.28595322139718465,-0.4207867407
2010-05-22,2.644385455414654,1.0130661813040973,0.4660583463
2010-05-23,0.9225784798298411,-0.12885937014835275,-0.505686654
2010-05-24,1.1120218629169274,-0.38612506858760265,-0.6124247259
2010-05-25,1.4747610449434811,0.22364911174603058,-0.25486455480000003
2010-05-26,2.3079627817947146,0.835816334474238,0.13378233899999997
2010-05-27,3.1743706270947434,2.077518097518512,1.2837187124999998
2010-05-28,0.9954614924569734,0.2831463761742295,-0.3529643898
2010-05-29,4.648724516979444,4.008509030618336,2.571451293
2010-05-30,3.851046024499368,3.0477735622482083,1.7686806824999999
2010-05-31,1.976619594533254,0.6018307181394962,0.30330667289999996
2010-06-01,2.6841317979274204,2.035825626256198,1.3996709655
2010-06-02,1.2429512798010154,0.640728945995998,-0.11183840759999998
2010-06-03,0.658673077368022,0.36182400517472524,-0.4516729602
2010-06-04,1.0510465651581304,0.13667530666424177,-0.37845353711999996
2010-06-05,2.531868289315038,0.8054930670027642,0.6307951056
2010-06-06,2.415262915084783,1.2033089663267913,1.0466482886999997
2010-06-07,1.3578838345302042,0.6736460340724734,-0.042529656899999976
2010-06-08,2.448357249028654,1.2020373538638525,0.66171487416
2010-06-09,3.8939163049668926,3.067131199490233,1.83551079
2010-06-10,2.6971471663890503,1.5490057893377802,0.8741006457
2010-06-11,1.3488343893767567,0.5115315892166475,-0.11144072880000001
2010-06-12,4.102133668593094,3.464880155716319,2.2706952554999997
2010-06-13,2.5193276857555866,0.8148298335377167,0.5356180829999999
2010-06-14,1.6937735499998872,0.805864582386123,0.1619986026
2010-06-15,1.138571276434491,0.1632277506596281,-0.34165932749999994
2010-06-16,2.0297248369181977,0.8479773972095477,0.3158332536
2010-06-17,2.1164811179082403,0.8280441204205093,0.5083198398
2010-06-18,2.2118265687966012,1.407439453216146,0.3720422421
2010-06-19,2.9580529120471812,1.6550012617737988,0.9468319439999999
2010-06-20,3.3052470393979725,1.7391092888429989,1.1186571404999999
2010-06-21,3.3433750651542073,2.5559885623926,1.6053122535000002
2010-06-22,1.166558981279089,0.1364752804597248,-0.3684766773
2010-06-23,1.7380831042549367,-0.10096107335178592,-0.36684787500000005
2010-06-24,0.718113605884962,-0.2778272979807193,-0.7545435548999999
2010-06-25,0.27759300596847303,-0.36875064748026765,-0.8639674998
2010-06-26,-0.0580462317791232,-0.29327696461562874,-0.79371914172
2010-06-27,0.6839747992056119,-0.0703782652095227,-0.41182985279999995
2010-06-28,1.8515050943420257,0.6179301980460218,0.3060144912
2010-06-29,1.5340404446250866,0.49552566829720895,-0.15265181279999998
2010-06-30,1.0144328022100282,-0.08201701549658254,-0.38602072889999994
2010-07-01,0.6377828274580435,0.17515105917566964,-0.22990411949999998
2010-07-02,0.714265667861147,-0.05925364178031586,-0.43119931019999996
2010-07-03,1.4818645639913073,0.3032992041678693,0.1276044396
2010-07-04,1.5569450929219,0.9134344410120867,0.39902958149999995
2010-07-05,1.8688243014274697,0.6608219726459656,0.5689664999999999
2010-07-06,0.4988757002956258,-0.10792935890743549,-0.67364775
2010-07-07,-0.1368186648843577,-0.7997657897105448,-1.2118495854
2010-07-08,0.7891029559901945,-0.432859037460602,-0.7306746198
2010-07-09,0.9984583392943271,0.27100372695799846,-0.12524268030000002
